Smiles,Actual pIC50,Predicted pIC50,Set
CN1[C@@H]([C@@H](OCC1=O)C2=CC=C(C=C2)Br)C3=CC=C(C=C3)Br,5.26760624,5.477714421171111,Train
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cncc(Cl)c2)C3=O)c(OC)n1,8.991399828,9.127772754415602,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCNS(=O)(=O)C)C3=C(C(=CC=C3)Cl)F)C4=CC(=C(C=C4NC2=O)Cl)F,6.0,6.218814882716227,Train
COC1=CC=CC(=C1OC)/C=C/C(=O)C2=C(C=C(C=C2OC)OC)O,5.455931956,5.504124853990001,Train
C1CCC(CC1)C2=NC(=C(N2C3=C(C(=CC=C3)Cl)F)C4=CC(=C(C=C4)F)Cl)C(=O)O,8.397940009,8.18594630826832,Train
CC1=NC(=C(N1CC2=CC=C(C=C2)OC)CC3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)N,5.468521083,5.870216005250286,Train
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC(F)(F)F)c2ccccn2)C1=O,7.522878745,7.558049159018045,Train
COc1ncc(-c2nc3c(n2[C@@H](C)CO)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,8.759450752,9.155572205878325,Train
CCS(=O)(=O)NC[C@H](C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.793174124,8.097676057475262,Train
C1CC(CCC1NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N)O,5.246416941,5.285998073652723,Train
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(C)cc1)N(c1cccc(Cl)c1F)C2=O,8.744727495,8.617141960171752,Train
COc1cnc(N(C)C)nc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,9.958607315,9.780318479207622,Train
CC[C@@H](C(=O)NCC)N1[C@@H]([C@H](C[C@@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.387216143,6.614396024622498,Train
COC(=O)CN(C)[C@H]1CC[C@H](CN(C)c2ccc(N3C(=O)Cc4cc(OC)c(OC(C)C)cc4[C@@H]3c3ccc(Cl)cc3)cc2)CC1,8.537602002,8.47600041114826,Train
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(CP(=O)([O-])[O-])cc1)C(=O)N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(N)=O)CC1,8.301029996,8.283598027352468,Train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(CC(N)=O)CC(N)=O)CC3)cc1)C(=O)C2,8.744727495,8.590407374939236,Train
CC[C@@H](CS(=O)(=O)CC)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.522878745,9.504914250164815,Train
C=CC[C@@]1(C)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC)COc2cccnc2)C1=O,7.522878745,7.764816174426654,Train
CC[C@@H](C1=CC=CC=N1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.522878745,7.464744161448703,Train
C1CC1(CO)COC2(C3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=C(C=C5)Cl,6.647817482,6.612473795585218,Train
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(C2CN(C)C(=O)N(C)C2)C3=O)c(OC)n1,8.552841969,8.45953021010755,Train
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)O)OC)C4=C(C(=CC=C4)Cl)F)C5=CN=C(N=C5NC2=O)Cl,7.602059991,7.533122866128223,Train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(C(C)N(CC)C(=O)C3CCNCC3)cc1)C2c1ccc(Cl)cc1,7.326058001,7.702472315309722,Train
CCCN1C(=O)C2=CC=CC=C2C1(C3=CC=C(C=C3)Cl)OCC4=CC(=C(C(=C4)OC)O)OC,5.27572413,5.560268631077032,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCN(CC3)CCF)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,6.0,6.0738351852898305,Train
CC[C@@H](C(=O)NC(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.22184875,8.252159510470767,Train
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H]2CC[C@@H](O)[C@H]2O)C1=O,7.301029996,7.514117762648814,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)OCC4=CC=C(C=C4)CO)CC5=CC=C(C=C5)[N+](=O)[O-],6.008773924,6.124537035788496,Train
CC[C@@H](CN1CC(F)(F)C1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.301029996,8.094726731306027,Train
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3CC#N)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,6.13667714,6.104485645843729,Train
CC(C)(C)C[C@H]1[C@]([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C2=CC(=CC=C2)Cl)(C#N)C3=CC=C(C=C3)Cl,6.707743929,6.530004729824404,Train
CC(C)c1c2c(nn1Cc1nnn[nH]1)C(=O)N(c1cccc(Cl)c1F)C2c1ccc(Cl)cc1,7.790484985,7.806766517775442,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@H](CS(=O)(=O)N2CCOCC2)C3CC3)C4=CC=C(C=C4)Cl)C5=CC(=CC=C5)Cl)CC(=O)O,8.494850022,8.794533341587517,Train
CCC(CN1CCCC1=O)N2C(C(CC(C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,6.853871964,6.821147391302015,Train
C1CCC(C1)C[C@@H]2[C@]3([C@H]([C@@H](N2)C(=O)NC4CCC(CC4)O)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,5.522878745,5.90742024180692,Train
CC[C@@H](C)OC1=C(C=C2CC(=O)N([C@@H](C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5=CC=NC=C5)OC,5.931443105,7.509372549477999,Train
CCC(CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@H](C(C)C(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.698970004,8.000913829566686,Train
COc1cc(C(N)=O)ccc1NC(=O)C1NC(CC(C)(C)C)C2(C(=O)Nc3cc(Cl)sc32)C1c1cccc(Cl)c1F,7.397940009,7.824225086450567,Train
CCOC(=O)[C@H](C1CC1)N2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.397940009,7.179061999604603,Train
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3CC(=O)O)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,6.040958608,6.217751852893498,Train
COC[C@@H](C)n1c(-c2cnc(N(C)C)nc2OC)nc2c1C(c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.841637508,9.422359710085644,Train
CC[C@@H](C1=NC=CS1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.301029996,7.308466883172696,Train
C1=CC=C(C=C1)C2=NC(=C(N2C3=C(C(=CC=C3)Cl)F)C4=CC(=C(C=C4)F)Cl)C(=O)O,8.522878745,8.243273139231674,Train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cn1)C(=O)C2,8.15490196,8.290302317201844,Train
C1CC(CC1O)OC2(C3=CC=CC=C3C(=O)N2CC4=CC=CC=C4)C5=CC=C(C=C5)Cl,5.522878745,5.585282399962957,Train
CCc1ccc(C#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.37675071,9.455493423513673,Train
CNC(=O)[C@H]1CC[C@H](N2C(=O)c3nc(-c4cnc(OC)nc4OC)n(C(C)C)c3C2c2ccc(Cl)cc2)CC1,8.251037139,8.247861314805409,Train
CC1(C)CCC2(CC1)N[C@@H](C(=O)N[C@H]1CC[C@H](O)CC1)[C@H](c1cccc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21,8.187086643,7.92518992905395,Train
COCC(C)(F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.405276054,8.369083747573264,Train
CC[C@@H](CN(C)S(=O)(=O)CC)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cc(F)cc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.397940009,8.996388027902585,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCC(CC3)O)C4=C(C(=CC=C4)Cl)F)C5=CC(=C(C=C5NC2=O)F)F,6.0,6.171694349396478,Train
CC(C)(C)C(=O)ONCCCN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br,5.356547324,5.761821663035086,Train
CCC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,6.0,5.927820126356371,Train
COC(=O)C(C1=CC=C(C=C1)Cl)N2C(C(=S)NC3=C(C2=O)C=CC(=C3)Cl)C4=CC=C(C=C4)C(F)(F)F,5.034798299,5.241265878856053,Train
C1CC1CN2[C@@H]([C@H](C[C@@H](C2=O)CCC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,5.178486472,5.372946531347282,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)OCC#CCO)CC4=CC=C(C=C4)[N+](=O)[O-],6.180456064,6.205084148897486,Train
CC[C@@H](CNS(=O)(=O)C1CCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.886056648,8.712576078138763,Train
Cc1cc(Cl)ccc1C1c2c(nn(-c3ccc(C#N)cc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,8.161150909,8.484891723827625,Train
CC[C@@H](CC(C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.397940009,8.295131069328418,Train
CCCN1[C@@H]([C@H](CCC1=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,5.721246399,5.767115449883513,Train
C1CC1CN2[C@H]([C@H](O[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,5.935542011,5.696518985832525,Train
CC[C@@H](C(=O)OC(C)(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=NC=CC(=C2)Cl)C3=CC=C(C=C3)Cl,7.698970004,7.646018988759521,Train
CC[C@@H](CS(=O)(=O)NC1COC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.698970004,9.662817203178488,Train
CC(=O)N1CC(C1)NC(=O)[C@H]2[C@@H]([C@@]3(C4=C(C=C(C=C4)Cl)NC3=O)C5(N2)CCCCC5)C6=C(C(=CC=C6)Cl)F,7.772113295,7.329094843980325,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@@H](CC(F)F)C2=CC=CC=N2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,7.397940009,7.378297037324,Train
CC[C@@H](c1cccc(C)n1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.0,8.002059420908834,Train
CC(C)(C)C[C@H]1[C@]([C@H]([C@@H](N1)C(=O)NC2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C4=C(C(=CC=C4)Cl)F)(C#N)C5=C(C=C(C=C5)Cl)F,7.657577319,7.612918081421438,Train
CC[C@H]([C@@H](C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.958607315,8.74942983930864,Train
CC[C@@H](CS(=O)(=O)CC)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,9.522878745,9.299704252282938,Train
COc1ccc(CC(=O)N(C)C)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,9.769551079,9.630330016361393,Train
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NCCCC(=O)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC3=O,8.026872146,7.938336153250646,Train
C1CC1(CO)COC2(C3=C(C=C(C=C3)Br)C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=C(C=C5)Cl,5.987162775,6.03794787965353,Train
CC[C@@H]1CNC2(CC2)CN1C(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1=C(C(C)C)N2C(=N[C@@](C)(c3ccc(Cl)nc3)[C@H]2c2ccc(Cl)c(F)c2)S1,8.619788758,8.580666676241734,Train
CC[C@@H]([C@@H](C)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,8.0,8.139313712877696,Train
CC[C@@H](CC(C)(O)C(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.15490196,7.598909300951477,Train
C1CCC(CC1)NC(=S)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N,5.130181792,5.3560849776290915,Train
CC(F)(c1c(F)cccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,9.539102157,9.278676081636762,Train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(C(C)N3CCN(C(C)=O)CC3)cc1)C2c1ccc(Cl)cc1,7.818156412,7.886149478123006,Train
C1CC1CN2[C@@H]([C@@H](O[C@H](C2=O)CCCO)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,5.160521953,5.451791871445843,Train
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4CCC(CC4)O)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,7.764471553,7.497856286333526,Train
CC(C)OC1=C(C=C2CC(=O)N([C@H](C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N6CCNC(=O)C6)OC,8.795880017,8.482938948102474,Train
CCOC1=C(C=C2C(N(C(=O)CC2=C1)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)Cl)OCC,6.26760624,6.048101840271529,Train
Cc1cc(Cl)ccc1C1c2c(nn(CC(=O)N3CCC(O)CC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.214670165,8.305682576315501,Train
CC[C@@H](CS(=O)(=O)C1CCC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,9.698970004,9.614662448340033,Train
C=CCn1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,8.959002308,8.753616629629324,Train
CC[C@@H](O)[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,7.22184875,7.678853548564279,Train
CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Cl)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Cl,5.91721463,5.82008451122351,Train
CC(C)C1=C(SC2=N[C@@]([C@H](N12)C3=CC=C(C=C3)Cl)(C)C4=CC=C(C=C4)Cl)C(=O)N5CCC[C@H]5C(=O)N6CCNC(=O)C6,7.102372909,7.189391436067971,Train
CC(C)N1C2=C(C(=O)N([C@H]2C3=CC=C(C=C3)Cl)C4=CC(=CN(C4=O)C)Cl)N=C1C5=CN=C(N=C5OC)OC,9.677780705,8.48815995548646,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CNC(C)(C)C)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,5.698970004,5.817909968383065,Train
C1CN(CCC1=O)C(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N,5.872895202,5.67243806785335,Train
C1CC1CN2[C@@H]([C@H](C[C@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(S4)Cl,6.657577319,6.471785876137871,Train
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)N)OC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5F)Cl)NC2=O,8.301029996,8.037787972421453,Train
COC(=O)C(C1=CC=C(C=C1)Cl)N2C(C(=S)NC3=C(C2=O)C=CC(=C3)C(F)(F)F)C4=CC=C(C=C4)Cl,5.168770306,5.436761806722334,Train
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,9.045757491,8.613922420091084,Train
CC[C@@H](CN1Cc2ccccc2S1(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.301029996,8.387779212809532,Train
CCC(CC)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=NC=C(C=C3)Cl,7.301029996,6.742940927073812,Train
CCCN1C(=O)C(=C(C1(C2=CC=C(C=C2)Cl)OCC3(CC3)CO)C)C,5.050609993,5.404936595655653,Train
CCN(CC)CCC(=O)N1C(C(N=C1C2=C(C=C(C=C2)OC)OC(C)C)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,5.417936637,5.608017040496423,Train
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=CC(=CC=C5)Cl)O,7.318758763,7.156803668508643,Train
C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)C)O,7.113509275,7.140476070299738,Train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12,7.744727495,7.794850656796414,Train
C1CC(CCC1NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)C4=CC=CC=C4)C5=C(C=C(C=C5)Cl)NC3=O)C6=C(C(=CC=C6)Cl)F)O,6.301029996,6.44836137429977,Train
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CCC4=CC=C(C=C4)[N+](=O)[O-],5.207608311,5.291517911306386,Train
O=C(N[C@H]1CC[C@H](C(=O)O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,8.356547324,8.185005199786046,Train
C1CC1(CO)COC2(C3=CC(=C(C=C3C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-])Cl)Cl)C5=CC=C(C=C5)Cl,5.435333936,5.761562879883538,Train
CC(C)(C)NS(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,10.04095861,9.932267892552126,Train
C1=CC=C(C=C1)C2=CC(=C(N2C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4)C=C5C(=O)NC(=S)NC5=O,6.769551079,6.575486570869201,Train
Cc1cc(Cl)ccc1C1c2c(nn(CCN3CCCC3=O)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.769551079,8.653139852855155,Train
CC(C(CCNC(=O)[C@H]1[C@@H]([C@@]2([C@H](N1)CC(C)(C)C)C3=CC(=C(C=C3NC2=O)Cl)F)C4=CC(=CC=C4)Cl)O)O,5.698970004,5.852005198219616,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)C2CCC2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,7.15490196,7.07495842660445,Train
C[C@H]1CC[C@H](Cn2c(C3(c4ccccc4F)CC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.226213555,8.444640570600336,Train
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)N)OC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(S5)Cl)NC2=O,8.15490196,7.397700339282627,Train
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)O)OC)C4=C(C(=CC=C4)Cl)F)C5=CN=C(C=C5NC2=O)Cl,7.327902142,7.45415747345744,Train
CC(C)[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.22184875,9.071193125414066,Train
O=C(O)C[C@@]1(CCN2CCCC2)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,7.22184875,7.39827866199092,Train
CC1(CS(=O)(=O)C[C@H](C2CC2)N2C(=O)[C@@](C)(CC(=O)O)C[C@H](c3cccc(Cl)c3)[C@H]2c2ccc(Cl)cc2)COC1,10.0,9.834455260715034,Train
CC[C@@H](CS(=O)(=O)CC)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cc(F)cc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.698970004,9.543062092022872,Train
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3CCC(CC3)O)C4=C(C(=CC=C4)F)F)C5=C(C=C(C=C5)Cl)NC2=O,7.209714836,6.871219999612073,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@@H]2CCCOC2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,6.677780705,6.812204053524564,Train
COC(C)(c1c(F)cccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,9.344861565,9.277905464335598,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCCN3CCCC3)C4=CC(=CC=C4)Cl)C5=CC(=C(C=C5NC2=O)Cl)F,6.0,5.856060797033053,Train
O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCC(F)(F)CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.387216143,7.54242318823607,Train
Cc1cc(Cl)ccc1C1c2c(nn(CC(=O)N3CCNC(=O)C3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.356547324,8.362760775836625,Train
CC1=C(N=CC=C1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.522878745,7.444982070513333,Train
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)CC(C)(C)C)C4=C(C(=C(C=C4)Cl)F)NC3=O)C5=C(C(=CC=C5)Cl)F)O,7.0,6.806981345535767,Train
CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,6.756961951,6.332619106743944,Train
CC(C)CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)F)F,6.0,5.901203520506609,Train
CC[C@@H](COC)N1[C@@H]([C@H](C[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.537602002,6.7940023682230875,Train
C1CC1(CO)COC2(C3=C(C=CC(=C3)F)C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=C(C=C5)Cl,6.530177984,6.378119899243521,Train
CC[C@@H](CCO)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.698970004,8.46043235993824,Train
CC[C@@H](C(C)(C)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,8.853871964,8.552550188637147,Train
CCC(CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.920818754,7.883415318428348,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)C2=CN(N=C2)C)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,6.522878745,6.6311169650685065,Train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCNCC1,7.522878745,7.6010412560413805,Train
CC[C@@H](CN1CC(OC1=O)(C)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.698970004,7.728008922518377,Train
COc1nc(N)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.468521083,9.417629004214621,Train
